system:index,MNDWI_HLS,MNDWI_LS,NDBI_HLS,NDBI_LS,NDMI_HLS,NDMI_LS,NDWI_HLS,NDWI_LS,S2_EVI,S2_MNDWI,S2_NDBI,S2_NDMI,S2_NDVI,S2_NDWI,S2_SAVI,SAVI_HLS,SAVI_LS,VH_A,VH_D,VV_A,VV_D,brightness,cropland,dem,fifth,fourth,greenness,ndratio_A,ndratio_D,random,ratio_A,ratio_D,sixth,slope,wetness,.geo
1928,-0.4818402,-0.41741073,0.07161618,-0.021159727,-0.07161618,0.021159727,-0.42488578,-0.43487632,0.24299018,-0.2775876,0.0031487462,-0.0031487462,0.21352425,-0.27467936,0.18379195,0.20675944,0.25741625,-21.502227875604262,-23.923812875295255,-15.928566532039541,-17.945231842544825,0.5157583,1,1213.0887,0.0783354,-0.047542404,0.041192036,-0.14890577215284842,-0.14279239168318072,0.30868906217658654,0.7407867977304613,0.7500991558530301,-0.02963298,2.1135855,-0.13708262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.76839139737842,41.13587806922216]}"
1929,-0.47083855,-0.42628682,0.058929536,0.040547386,-0.058929536,-0.040547386,-0.42366412,-0.39258412,0.15933454,-0.26065323,0.05235002,-0.05235002,0.14246084,-0.21111958,0.11942889,0.20765118,0.1985448,-25.26445183326682,-24.78965169032313,-15.52752692507241,-15.930406949942402,0.46823245,1,1299.3422,0.061730783,-0.040631544,0.031800512,-0.23869704791420202,-0.2175646361083668,0.11653848359366281,0.6145997952992049,0.6426232667141905,-0.02856004,3.2518804,-0.1241479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.98353790792504,41.34617367723454]}"
1930,-0.5105713,-0.51521933,0.099901736,0.07355617,-0.099901736,-0.07355617,-0.43274245,-0.45906055,0.14412244,-0.22788261,0.014078269,-0.014078269,0.1264922,-0.2144979,0.1139879,0.22499178,0.2433765,-22.6504225570999,-24.992827511649967,-14.638150368292779,-15.795782912843752,0.5010465,1,1344.5311,0.074629225,-0.050508756,0.04673669,-0.21487205221927239,-0.22548070412527108,0.10353597995556629,0.6462638977878304,0.6320126406458343,-0.030678425,1.7540449,-0.13873269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.13382605495823,41.382824940826616]}"
1931,-0.51918215,-0.48061752,0.14026402,0.10832634,-0.14026402,-0.10832634,-0.4086792,-0.3927219,0.21710226,-0.28969833,0.037403878,-0.037403878,0.19111547,-0.25502902,0.16468497,0.21279986,0.21455471,-24.115476057747863,-25.82088185770947,-15.945459845193477,-16.17887716871984,0.53569627,1,1312.9357,0.086588144,-0.052498136,0.020689823,-0.2039397240331205,-0.2295728573804954,0.7685844797629081,0.6612127335578968,0.6265811236764259,-0.03587608,1.0466307,-0.16243167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.99234139770941,41.05718565033329]}"
1932,-0.49435028,-0.49714923,0.12553191,0.13289607,-0.12553191,-0.13289607,-0.39322034,-0.39003098,0.18301609,-0.25605196,0.047047567,-0.047047567,0.14639072,-0.21155605,0.12800126,0.20662294,0.1875066,-23.782110779791402,-24.807325080511276,-15.875958824165714,-15.549886237051222,0.54327434,1,1352.0475,0.097782,-0.055652235,0.012751711,-0.19935796256802185,-0.22938747602293907,0.49021021050159075,0.6675588626748868,0.6268263985167538,-0.029076468,0.35128516,-0.17872062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.16868068798208,41.325153099586146]}"
1933,-0.53615475,-0.518629,0.09649577,0.02957155,-0.09649577,-0.02957155,-0.46364653,-0.49668214,0.20074731,-0.2770936,-0.0057693347,0.0057693347,0.18690848,-0.28240594,0.16317154,0.24741036,0.26363325,-25.38950979799935,-24.881872846474025,-13.543759151377072,-13.916815635186094,0.48066124,1,1246.4186,0.07423314,-0.05333102,0.04707805,-0.3042577971560748,-0.28261412022911647,0.8615638703059469,0.5334391746485905,0.5593154390369062,-0.026624547,0.5546771,-0.1412717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.77719488716279,41.34267024762647]}"
1934,-0.51864487,-0.5016729,0.12027074,0.07006657,-0.12027074,-0.07006657,-0.42487702,-0.4472176,0.22470309,-0.30068254,0.025263865,-0.025263865,0.19885682,-0.27745426,0.17196316,0.21387234,0.24622552,-23.210427361581637,-24.572583263353316,-15.792257823392706,-15.254150495888021,0.49960992,1,1334.6122,0.08153419,-0.051380243,0.026831826,-0.19019638014684068,-0.23397431543838462,0.11179347209419832,0.6803949611687188,0.6207792779620986,-0.029803118,1.5905647,-0.1491352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.07723219205872,41.21969088523051]}"
1935,-0.5176416,-0.5091129,0.11885001,0.07973574,-0.11885001,-0.07973574,-0.42493427,-0.44755238,0.1760641,-0.24694808,0.027705854,-0.027705854,0.1499695,-0.22074774,0.12985773,0.22026668,0.24325198,-22.528826978525302,-25.240100923373227,-16.257933788617073,-16.257504090226618,0.49925816,1,1331.7179,0.0805864,-0.056900952,0.031710327,-0.16167612520044525,-0.21646060851470292,0.9127609763659789,0.7216502574285956,0.6441140683067393,-0.032192655,0.32632428,-0.14155374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.0996900741617,41.07703841811233]}"
1936,-0.5112128,-0.50350195,0.14039026,0.11128289,-0.14039026,-0.11128289,-0.39949396,-0.41551432,0.19470243,-0.26717544,0.03283048,-0.03283048,0.16948305,-0.23642632,0.1448281,0.18794407,0.21948895,-25.40428726765745,-24.20569621103181,-7.378970998095788,-14.563349246047604,0.5023534,1,1346.2953,0.09460014,-0.054080702,0.013487674,-0.5498329703363153,-0.24871251926125168,0.011466935025030711,0.29046164217683285,0.6016496744848975,-0.029462367,1.2180784,-0.17260356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.16490776378878,41.39432337646335]}"
1937,-0.5167374,-0.5014572,0.12227455,0.086381495,-0.12227455,-0.086381495,-0.4210675,-0.43386948,0.207783,-0.27517396,0.022420056,-0.022420056,0.17717676,-0.25432295,0.15264952,0.21038872,0.22556245,-25.3335296670229,-24.015074493001666,-13.580769207821772,-14.88238048510156,0.50488955,1,1245.483,0.08358216,-0.053285874,0.0325494,-0.30201650290552845,-0.2347889858871545,0.7208575309382907,0.5360788404270447,0.6197099446615707,-0.029756574,0.56072277,-0.1570439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.77620674035026,41.35380935714956]}"
1938,-0.486093,-0.46860072,0.06262694,0.09024708,-0.06262694,-0.09024708,-0.4367622,-0.39504725,0.21735485,-0.24629036,-0.012187624,0.012187624,0.18694767,-0.25770742,0.16388042,0.21917994,0.1866656,-26.029153223936298,-25.282120381262573,-15.205693254526597,-16.196650922341917,0.49288943,1,1261.0803,0.071405806,-0.039761208,0.04280006,-0.2624833337275266,-0.21903902100714184,0.9395936039024753,0.5841793286054157,0.6406365715411195,-0.027446298,0.708839,-0.11739888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.8531923601993,41.238106348554965]}"
1939,-0.5286652,-0.50975364,0.14019912,0.10425263,-0.14019912,-0.10425263,-0.41956347,-0.42822853,0.17256527,-0.27074558,0.0125114415,-0.0125114415,0.1575815,-0.25911188,0.14039493,0.21648279,0.20943518,-25.86489904673471,-25.019213145745738,-17.347095923892514,-17.619286045210647,0.48338887,1,1258.8917,0.077930965,-0.04979903,0.021772329,-0.19711663691139597,-0.17355036506783555,0.36612121237554596,0.6706809832332395,0.7042302226921404,-0.026737722,0.6720155,-0.15473431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.8261530701473,41.35839076509857]}"
1940,-0.5236848,-0.5029319,0.094901964,0.091461286,-0.094901964,-0.091461286,-0.45120725,-0.43127596,0.21527196,-0.2751951,-0.0011744202,0.0011744202,0.191638,-0.2761841,0.17125753,0.2320682,0.2325366,-25.452343305147362,-24.879311061957033,-16.11729302025564,-18.52654943845952,0.52695876,1,1252.1519,0.07950203,-0.049538713,0.0551082,-0.22456415571735752,-0.1463572326468807,0.1467519270457598,0.6332341516467034,0.74465685132208,-0.025477504,1.8464712,-0.15201072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.79552051895882,41.310330897398174]}"
1941,-0.5869454,-0.4945267,0.16314708,0.034786288,-0.16314708,-0.034786288,-0.46867827,-0.46779123,0.22401057,-0.2855755,0.006017456,-0.006017456,0.20247263,-0.28003868,0.1724933,0.19755223,0.24789515,-25.70983415954178,-25.697314716035493,-14.669885477960582,-14.854947072341004,0.4428797,1,1287.0903,0.05453951,-0.03867943,0.033141635,-0.2734033019716147,-0.2673677660761758,0.739881375896189,0.5705943253825344,0.5780739052501584,-0.023039624,0.38660985,-0.13493752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.92550674057092,41.33593288299558]}"
1942,-0.5312855,-0.5103539,0.14523952,0.11850359,-0.14523952,-0.11850359,-0.41832557,-0.4170538,0.22497073,-0.28137186,0.019537497,-0.019537497,0.18172146,-0.26328275,0.15767488,0.19316965,0.22636412,-23.763944004343298,-24.412301255228904,-14.817921868377695,-13.658033500770475,0.50177664,1,1377.1133,0.083349206,-0.04485295,0.024759805,-0.23187116365698676,-0.28248419204571606,0.6275875847734396,0.623546405666898,0.5594734129313206,-0.025432035,0.99870694,-0.16459145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.26021901543386,41.33099214893292]}"
1943,-0.5200194,-0.5190619,0.10417768,0.0174012,-0.10417768,-0.0174012,-0.43966004,-0.50546724,0.2727023,-0.24354658,-0.019064112,0.019064112,0.21506602,-0.26132298,0.18667896,0.22893563,0.287447,-22.52541137765717,-24.327538320185962,-13.783071212201325,-15.43275608353371,0.46682507,1,1351.8843,0.068742484,-0.049822528,0.038757496,-0.2407795518256583,-0.2237101704111156,0.23655619705209496,0.611889877663796,0.6343739296765699,-0.027046993,2.0449924,-0.1355413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.17299260134585,41.35641447147351]}"
1944,-0.51942205,-0.5031337,0.091821976,0.024217904,-0.091821976,-0.024217904,-0.44901562,-0.48482332,0.25322485,-0.30644283,-0.006129127,0.006129127,0.22515406,-0.31198597,0.19609705,0.23724018,0.2775914,-25.484109286413272,-25.571878911715498,-16.74791102919056,-17.034915183090504,0.5064198,1,1285.4902,0.0838696,-0.052806225,0.038326547,-0.2068619543165656,-0.20036625402110914,0.6863843921190413,0.6571903628634816,0.6661581357358192,-0.029205518,1.0125123,-0.14972436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.9449103507079,41.25247939310088]}"
1945,-0.52444345,-0.5172783,0.13074566,0.13340782,-0.13074566,-0.13340782,-0.4226804,-0.41232458,0.15065894,-0.28452995,0.07969084,-0.07969084,0.13496454,-0.2095915,0.1136559,0.20747916,0.21170117,-25.352458279036625,-24.740993679699233,-16.179959468975373,-16.20584358793307,0.50214237,1,1301.5677,0.0684495,-0.045494866,0.03083895,-0.22085154940204046,-0.20844467268569816,0.2885679996477756,0.6382008123588636,0.6550199154381773,-0.028973294,0.3626375,-0.16201736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.96727840128248,41.30637831014805]}"
1946,-0.5225237,-0.5180978,0.103085026,0.07617476,-0.103085026,-0.07617476,-0.44331768,-0.45876414,0.27841377,-0.31590936,-0.0152810775,0.0152810775,0.25686312,-0.32950193,0.21728465,0.21268263,0.22245409,-23.916959855468264,-24.936506249510785,-16.67979792850955,-16.67396120017601,0.45363408,1,1349.6682,0.075036,-0.050070893,0.020913763,-0.17826945603559946,-0.19856890719445566,0.2628951865530179,0.6974046044859652,0.6686566687946964,-0.025282716,0.969303,-0.1394463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.1500855616008,41.06958240125414]}"
1947,-0.4845155,-0.4961624,0.16494198,0.18350892,-0.16494198,-0.18350892,-0.34733114,-0.3439857,0.14256774,-0.25391468,0.06465595,-0.06465595,0.11539127,-0.19240096,0.1033877,0.15533824,0.15305357,-23.1648300849102,-24.259857287502378,-14.293064310902475,-16.240712403449194,0.548072,1,1336.2997,0.08196741,-0.044482894,0.00593213,-0.23684635554419947,-0.1980007922171223,0.9289951541841539,0.6170157198870678,0.6694479778253148,-0.031530663,0.80748326,-0.18202674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.12861582631035,41.37024852684895]}"
1948,-0.5264671,-0.5034542,0.08578243,0.07291662,-0.08578243,-0.07291662,-0.46152797,-0.44688874,0.23103532,-0.32011837,0.028775493,-0.028775493,0.21021545,-0.29323557,0.18173675,0.23276871,0.24040398,-25.218273864864585,-25.36863090664367,-15.83803729950753,-16.474146176910068,0.5112255,1,1289.9014,0.07482206,-0.04641186,0.040139854,-0.22847246377792083,-0.21256917799630393,0.9726005671156225,0.628038119673762,0.649390431731802,-0.029012011,1.4732428,-0.1434999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.93727467079289,41.225709597634115]}"
1949,-0.50520486,-0.5064136,0.079586975,0.10368048,-0.079586975,-0.10368048,-0.44344792,-0.42504898,0.19317521,-0.2679234,0.012907429,-0.012907429,0.17121296,-0.25590116,0.15371764,0.24321705,0.22331145,-24.964539583494485,-25.224867418293066,-16.39673318389769,-17.371692932052333,0.53799665,1,1264.025,0.08826081,-0.05397497,0.047683716,-0.20714561778068302,-0.18436170483368744,0.7710230542637471,0.6568009447584016,0.6886733097139843,-0.02915272,0.5797341,-0.14934452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.82570391250525,41.26649311153314]}"
1950,-0.52287424,-0.5313247,0.04007852,0.025899453,-0.04007852,-0.025899453,-0.49312976,-0.5124869,0.21665792,-0.27717432,-0.0020071007,0.0020071007,0.1951803,-0.2789752,0.17340145,0.28671634,0.29588497,-23.738806083921816,-25.29570934508178,-13.619291120799815,-16.62515976558197,0.5041526,1,1281.3221,0.076130316,-0.05482167,0.058712654,-0.2708787577607944,-0.206831341130144,0.5347868815226842,0.5737142412576552,0.6572324001190496,-0.033994175,0.6377633,-0.13727474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.92541690904251,41.260743893714775]}"
1951,-0.5159575,-0.49741814,0.070020646,0.00544592,-0.070020646,-0.00544592,-0.4626513,-0.4932867,0.18913956,-0.26635772,-0.0028944965,0.0028944965,0.17307146,-0.26901966,0.15035196,0.25865725,0.2831968,-24.914718966974082,-25.27413311635565,-16.504480595150472,-16.851659739958254,0.46387535,1,1290.0869,0.070597164,-0.054271486,0.04612076,-0.2030516876408757,-0.19993625770143852,0.670178309645416,0.662438962969164,0.6667552023397804,-0.029207531,0.6134485,-0.12342385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.95065956852626,41.32802770849533]}"
1952,-0.51305515,-0.4318991,0.12214498,0.064759135,-0.12214498,-0.064759135,-0.41704515,-0.37771192,0.22698398,-0.30278948,0.03271641,-0.03271641,0.20395221,-0.27277225,0.17742918,0.20257767,0.18457247,-25.465222916988665,-24.877584467569925,-13.319810458607657,-12.170033247846538,0.539226,1,1266.6979,0.08810685,-0.044067185,0.008020502,-0.3131468868613362,-0.3430058935863897,0.056979429270428206,0.523058859607374,0.48919674109482875,-0.028188607,0.89181983,-0.15661453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.82426660805065,41.08197915217499]}"
1953,-0.53270584,-0.52150774,0.10620002,0.03920938,-0.10620002,-0.03920938,-0.4520816,-0.49235407,0.22925514,-0.2909486,-0.015184286,0.015184286,0.21289822,-0.30478197,0.18624382,0.23733531,0.27280578,-24.109019850491762,-23.876466203271253,-15.347379217761102,-15.617123126466932,0.5013058,1,1372.221,0.08733974,-0.05245512,0.041956734,-0.222058800083974,-0.20913123413133627,0.25157029047721413,0.6365824622044124,0.6540801722294763,-0.028418059,1.1256824,-0.14375491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.27998195168449,41.290747624204364]}"
1954,-0.5024369,-0.5001591,0.111621045,0.07813886,-0.111621045,-0.07813886,-0.414036,-0.43928742,0.23565914,-0.25222644,1.6698138E-4,-1.6698138E-4,0.18985072,-0.2520699,0.16878271,0.2173937,0.23368025,-24.003770298254498,-24.053832905406733,-13.064818134990954,-13.453168745216585,0.52160615,1,1363.5854,0.0937939,-0.053636115,0.03063173,-0.29510031607928183,-0.2826316072645593,0.5917326152784596,0.5442819179094127,0.559294179772598,-0.026575731,0.83132756,-0.16080575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.20182852196609,41.338178671205874]}"
1955,-0.50757396,-0.5055338,0.12385732,0.10895417,-0.12385732,-0.10895417,-0.4094579,-0.41968927,0.20501694,-0.24111032,0.010197786,-0.010197786,0.16779211,-0.23147893,0.1453591,0.19276421,0.20610967,-23.432517838883573,-25.126689195696834,-14.27039556000211,-16.676728533769165,0.48356223,1,1283.8666,0.075959936,-0.043241028,0.027140295,-0.24300833683458137,-0.20213564155477032,0.09451688899916688,0.608999666963745,0.6637057673569345,-0.024864983,0.2734618,-0.14235455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.92721353961075,41.36701459182611]}"
1956,-0.5413026,-0.54726523,0.17963526,0.19059648,-0.17963526,-0.19059648,-0.40062273,-0.39819342,0.17117128,-0.28497034,0.055903863,-0.055903863,0.14604639,-0.2327265,0.12911141,0.19256647,0.18485741,-24.84244144201492,-25.407105653482482,-14.654583537905616,-13.984749614194877,0.55708146,1,1305.5409,0.1079266,-0.060137544,0.025599629,-0.2579398805172946,-0.2899674554973327,0.8236091930879417,0.5899011001841779,0.5504267115242237,-0.02932167,1.2061963,-0.20288005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.00860090435198,41.34195159539918]}"
1957,-0.53053945,-0.4827247,0.1272369,0.07199747,-0.1272369,-0.07199747,-0.43249798,-0.42551565,0.18160959,-0.19838853,0.030933486,-0.030933486,0.12811968,-0.16848873,0.11387835,0.21933334,0.21400493,-23.16731564882423,-23.121999330340763,-13.552214959998397,-14.427532259316962,0.49790332,1,1369.9562,0.09145871,-0.056508802,0.032158256,-0.2618524945554616,-0.23154661863794115,0.5895421628624653,0.5849713089520663,0.6239742529697727,-0.025561275,0.67480505,-0.16099839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.23075427411473,41.3586602596838]}"
1958,-0.44802868,-0.4992697,0.06483922,-0.044073712,-0.06483922,0.044073712,-0.3946541,-0.53164476,0.21984372,-0.24568507,-0.043462247,0.043462247,0.19533285,-0.28609243,0.17206012,0.18973044,0.29054704,-20.93807472090097,-22.497461016614558,-12.597257331953719,-12.65240809804818,0.48121595,1,1347.8536,0.07502652,-0.048605,0.03478875,-0.24871730435832204,-0.2800878969549142,0.36702061159887645,0.6016435369474914,0.5623927112799206,-0.030164264,0.484039,-0.117979094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.16185349182277,41.328476866137386]}"
1959,-0.5393643,-0.5346893,0.07937597,0.051317874,-0.07937597,-0.051317874,-0.48056245,-0.49698007,0.22898601,-0.2775403,0.0147691285,-0.0147691285,0.19746724,-0.2638711,0.17109305,0.26260623,0.26424316,-23.154132263763074,-23.794452966857428,-17.156636616965727,-17.639671724426503,0.4884757,1,1340.8792,0.083969794,-0.0552358,0.04675334,-0.1487814748595516,-0.14854377372006228,0.5907984613635465,0.7409751495553296,0.7413354595290031,-0.0256541,0.6419457,-0.14602719,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.12879548936716,41.342580416098066]}"
1960,-0.48195422,-0.46062264,0.11508528,0.07383654,-0.11508528,-0.07383654,-0.38841256,-0.40040413,0.19860551,-0.23134896,-3.514429E-4,3.514429E-4,0.16604671,-0.23168212,0.1469203,0.19296236,0.19399378,-23.26461956873885,-22.57421816851211,-11.955649351255069,-12.202543454083084,0.5063429,1,1363.0879,0.087722436,-0.050547153,0.024079015,-0.32109267090416455,-0.298235782474074,0.33204133164522665,0.513898338888813,0.5405522070794874,-0.028974185,0.89076984,-0.15538193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.20218784807973,41.3443770466663]}"
1961,-0.4667533,-0.4501811,0.09137792,0.073396,-0.09137792,-0.073396,-0.39209875,-0.38962948,0.1778109,-0.26338822,0.038378224,-0.038378224,0.15607005,-0.22733483,0.13611373,0.19547893,0.20771888,-24.716584759095017,-25.180205299301377,-14.882442118609005,-14.280912894305917,0.5260727,1,1295.8263,0.07945639,-0.04472301,0.025649756,-0.24834303809680394,-0.27620333391264995,0.762986350203072,0.6021237263830586,0.567148389957811,-0.028969219,1.0257953,-0.14359578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.96979368407801,41.26819991057297]}"
1962,-0.5396612,-0.54833543,0.117050335,0.03587658,-0.117050335,-0.03587658,-0.45110613,-0.52131766,0.29548323,-0.25255415,-0.04270844,0.04270844,0.23872416,-0.2920951,0.2093746,0.21392587,0.27746564,-22.23604040264217,-24.369547356908555,-13.261196193870866,-14.59239133814954,0.43972638,1,1325.6617,0.07400814,-0.051804073,0.03641327,-0.2528321939757114,-0.25094120945267906,0.5781587892364013,0.5963829869770843,0.5987961583542799,-0.024431422,1.2031549,-0.1353906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.06609308253563,41.37545875549684]}"
1963,-0.55154115,-0.5181815,0.15304582,0.07561222,-0.15304582,-0.07561222,-0.4352339,-0.46065465,0.21221934,-0.32382324,0.065195404,-0.065195404,0.1894668,-0.26421198,0.16152897,0.21821913,0.24602805,-23.55120795259502,-24.523111505488355,-16.801300424047355,-15.649551537947946,0.5091405,1,1301.8231,0.074415095,-0.05015722,0.033281714,-0.1672735549806559,-0.22088552999202363,0.005970442953641575,0.7133944236688752,0.6381552167409721,-0.029771507,1.181573,-0.15507455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.96386480320282,41.065000993305134]}"
1964,-0.51173264,-0.4820531,0.09118905,0.051766787,-0.09118905,-0.051766787,-0.44112858,-0.4398569,0.19969516,-0.22996746,-0.0041044056,0.0041044056,0.1637055,-0.23385432,0.14417426,0.23505329,0.24621582,-24.617802316169154,-24.721835023554185,-16.37774776261114,-17.542230431708077,0.53011197,1,1333.1671,0.099790715,-0.05950972,0.028844917,-0.20099875566307251,-0.16987491653981862,0.14725275259945292,0.6652806595921893,0.7095844792667856,-0.030570777,0.33867997,-0.16207497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.10391215599707,41.39513186021905]}"
1965,-0.5040384,-0.50266,0.105495386,0.06786216,-0.105495386,-0.06786216,-0.4209252,-0.45014885,0.23473328,-0.31230253,0.031480562,-0.031480562,0.21134017,-0.2835819,0.18436122,0.22165844,0.24816765,-24.633049091709882,-25.34533053088127,-16.13790378178866,-16.856708646322474,0.52572197,1,1299.4475,0.075359024,-0.048495058,0.036464732,-0.20836268743287426,-0.20114245780673298,0.5134997580371677,0.655132205587159,0.6650814289355554,-0.029558597,0.097116016,-0.14789206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.94446119306585,41.054760199066166]}"
1966,-0.50202775,-0.4859384,0.10047697,0.1063897,-0.10047697,-0.1063897,-0.42288187,-0.40032175,0.16378935,-0.26372787,0.052383978,-0.052383978,0.14318615,-0.21429741,0.12405381,0.22289285,0.19947362,-25.347990070265332,-24.906309522837553,-12.644885993583596,-13.189311441337448,0.5470758,1,1223.6545,0.09414607,-0.04994345,0.023895241,-0.33435489472640967,-0.3075681084846663,0.43021071627426766,0.49885162328577615,0.5295570357079061,-0.027662564,0.93714184,-0.16962054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.72805704112145,41.38956230545752]}"
1967,-0.51420027,-0.5054222,0.06575487,-0.041314498,-0.06575487,0.041314498,-0.4641385,-0.5355536,0.19066897,-0.22226015,-0.017002946,0.017002946,0.16745917,-0.23836504,0.14732249,0.25229046,0.3191146,-23.248506389636336,-24.462049763065725,-15.23117672685431,-15.153716397370935,0.4776197,1,1315.5039,0.076557264,-0.05293279,0.045858767,-0.20835227874696718,-0.23496537535075626,0.2594631620430061,0.6551464628129413,0.6194786023308205,-0.02533256,1.2137626,-0.12744315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.03393339536414,41.36935021156482]}"
1968,-0.4712443,-0.48912358,0.0994347,0.09254163,-0.0994347,-0.09254163,-0.39008838,-0.41534734,0.1691875,-0.26468015,0.06254976,-0.06254976,0.13821562,-0.2055696,0.12281096,0.20877782,0.23142645,-23.938393433082787,-25.158287831862808,-15.637368815583969,-14.256272255207119,0.5905914,1,1276.1522,0.10320506,-0.05181245,0.033476226,-0.20975021442015224,-0.27659868720016817,0.6334112602870966,0.6532338462602579,0.5666630555498949,-0.03310465,1.1773214,-0.17255796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.87017051906916,41.25822861091924]}"
1969,-0.49435484,-0.47348294,0.13238102,0.092871316,-0.13238102,-0.092871316,-0.38732135,-0.39812517,0.1889852,-0.25820333,0.0646539,-0.0646539,0.14462835,-0.1968359,0.12715907,0.19463105,0.209272,-24.158180823908314,-24.54635098238797,-14.262014779539326,-14.74515271242953,0.54138273,1,1366.2642,0.099901505,-0.05576491,0.029223766,-0.2575771905617512,-0.24944828648161935,0.3521119783099034,0.5903596335956234,0.6007065051342739,-0.031546153,0.31958127,-0.16878688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.23434753525122,41.25158107781675]}"
1970,-0.5077541,-0.4865151,0.095937066,0.077271394,-0.095937066,-0.077271394,-0.4329049,-0.4251143,0.19382368,-0.2509859,0.026872326,-0.026872326,0.16397154,-0.22561936,0.14314085,0.23060556,0.23123029,-24.679622001173854,-25.157037595938107,-15.212804636875967,-14.31412773863119,0.5151203,1,1224.2988,0.082121894,-0.051882274,0.04052224,-0.23730863630312066,-0.2747045790363472,0.16207030464417038,0.6164115737328711,0.5689909904551865,-0.028187556,0.7145659,-0.14953949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.73695036243423,41.382285951656144]}"
1971,-0.42177814,-0.4072295,0.05760099,0.07939207,-0.05760099,-0.07939207,-0.3732451,-0.3388031,0.1478863,-0.2923807,0.07680904,-0.07680904,0.13121842,-0.22053431,0.11841493,0.2032156,0.17610225,-25.634120443089536,-24.89958717363693,-15.984318292868252,-15.356332036770823,0.6340558,1,1269.0815,0.12144089,-0.056046303,0.017159829,-0.23186362687565165,-0.23706464351207257,0.16810424830145698,0.6235563388396779,0.6167303871218286,-0.037550647,3.1298444,-0.17158337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.8704400136544,41.092399609470775]}"
1972,-0.4884215,-0.46808243,0.10217887,0.10711393,-0.10217887,-0.10711393,-0.40653113,-0.38001212,0.16447778,-0.2922843,0.05912203,-0.05912203,0.14792855,-0.23726097,0.1292634,0.21678247,0.21217038,-25.16390136291871,-24.827493256640984,-13.725424355028895,-13.77792627333337,0.54142666,1,1225.1486,0.09880762,-0.05667525,0.02685882,-0.2941289620408848,-0.2862180263247344,0.5522127445393293,0.5454410330527901,0.5549463303005018,-0.033904877,0.58981,-0.16359559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.73497406880917,41.24780815362345]}"
1973,-0.5114883,-0.4856886,0.10368803,0.08917359,-0.10368803,-0.08917359,-0.43063933,-0.4126083,0.16327268,-0.21748243,0.010716064,-0.010716064,0.12914611,-0.20718439,0.11724387,0.23217116,0.21796729,-24.96635253124307,-25.304580116307363,-15.211477952572093,-17.13241709844909,0.5586937,1,1286.9714,0.09389166,-0.054348018,0.037335675,-0.24279246692029663,-0.1925716604429448,0.838552492292917,0.6092791461442492,0.677048068756858,-0.029295286,0.45157588,-0.16495666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.91050487532613,41.37357229340019]}"
